EIId,EIGroup,BloombergID,ReleaseName,Country,Description,ReleaseTime,Frequency,Source,Begin,QuoteUnits,Significance,DateLastDownload,StdDev,LocalTimeZone
1319,1319,UKIPIMOM Index,UK Industrial Production MoM,UK,"Base year is 2010=100. The Index of Production incorporates annually weighted and chained estimates of volume measures with base year T-3.  For further Economic Statistics for the UK, please tpye ECST GB<GO>",09:30,Monthly,UK Office for National Statist,1948-03-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:41 AM,"0,805578827857971",Europe/London
1320,1320,UKBRBASE Index,UK Interest Rate,UK,The Minimum Lending Rate is the lowest rate at which banks can borrow from the Bank of England.  Note: On 09/16/1992 the Bank raised the Rate to 12% in an attempt to defend sterling's position within the Exchange Rate Mechanism.  This failed and the rate returned to 10% the following day after sterling was devalued.  Changes in the minimum lending rate is likely to trigger changes in the base rates of the commercial banks.  This index is also known as the official Bank of England repo rate.,12:00,Daily,Bank of England,1911-01-02 12:00:00 AM,% RATIO,3,2016-01-08 11:43:43 AM,"0,423359721899033",Europe/London
1321,1319,UKMPIMOM Index,UK Mfg Production MoM,UK,"Base year is 2010=100. The Index of Production incorporates annually weighted and chained estimates of volume measures with base year T-3.  For further Economic Statistics for the UK, please tpye ECST GB<GO>                                 History is stored independently for monthly and quarterly frequencies.          HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",09:30,Monthly,UK Office for National Statist,1948-03-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:45 AM,"0,752641916275024",Europe/London
1324,1324,MPMIGBXA Index,UK PMI Construction,UK,,09:30,Monthly,Markit,2013-01-31 12:00:00 AM,,2,2016-01-08 11:43:46 AM,"1,93131875991821",Europe/London
1325,1325,MPMIGBMA Index,UK PMI Mfg,UK,,09:30,Monthly,Markit,2013-01-31 12:00:00 AM,,2,2016-01-08 11:43:48 AM,"1,62452185153961",Europe/London
1326,1326,MPMIGBSA Index,UK PMI Services,UK,,09:30,Monthly,Markit,2013-01-31 12:00:00 AM,,2,2016-01-08 11:43:50 AM,"1,56796050071716",Europe/London
1327,1309,UKPPIINC Index,UK PPI Input MoM,UK,"Ç                                                                               PPI Base Year 2005 = 100 (rebased in October 2008 from 100=2000) For data calculated using the previous base year of 2000=100 or 1995 =100, please type {ALLX UKPP <GO>} and page forward. {UKPPRBGA Index<GO>} is the relevant ticker.         History is stored independently for monthly and yearly frequencies.             HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",09:30,Monthly,UK Office for National Statist,1996-01-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:43:52 AM,"0,819075763225555",Europe/London
1328,1309,UKPPIOC Index,UK PPI Output MoM,UK,"Ç                                                                               PPI Base Year 2005 = 100 (rebased in October 2008 from 100=2000) For data calculated using the previous base year of 2000=100 or 1995 =100, please type {ALLX UKPP <GO>} and page forward. {UKPPRBGA Index<GO>} is the relevant ticker.         History is stored independently for monthly and yearly frequencies.             HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",09:30,Monthly,UK Office for National Statist,1996-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:43:53 AM,"0,2702576816082",Europe/London
1329,1329,UKPSNB Index,UK PSNB MoM,UK,"UK Public Sector Net Borrowing.  This is measued in millions of pounds sterling.  A positive figure represents a deficit, conversely a negative figure represents a surplus.  For further economic statistics type : ECST UK <GO> and for the latest economic news on the UK type : NI UKECO <GO>                               History is stored independently for monthly, quarterly and yearly frequencies.  HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",09:30,Monthly,UK Office for National Statist,1993-01-31 12:00:00 AM,BILLIONS,2,2016-01-08 11:43:55 AM,"4,52580738067627",Europe/London
1330,1329,UKPSJ5II Index,UK PSNB ex Financial Interventions MoM,UK,"History is stored independently for monthly, quarterly and yearly frequencies.  HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",09:30,Monthly,UK Office for National Statist,1992-12-31 12:00:00 AM,Billions,1,2016-01-08 11:43:57 AM,"5,49259853363037",Europe/London
1331,1329,UKPSBR Index,UK PSNCR MoM,UK,"UK Public Sector Net Cash Requirement in millions pounds sterling.  This index represents the individual monthly borrowing requirement.  Positive figure = deficit.  Negative figure = surplus.  The PSNCR consists of the Central Government Borrowing Requirement + Local Authorities Borrowing Requirement + Public Corporations Borrowing Requirement.  All figures are non seasonally adjusted. **The Public Sector Net Cash Requirement was previously known as the Public Sector Borrowing Requirement(PSBR).                                                            History is stored independently for monthly, quarterly and yearly frequencies.  HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly hist",09:30,Monthly,UK Office for National Statist,1984-04-30 12:00:00 AM,BILLIONS,1,2016-01-08 11:43:59 AM,"11,3020725250244",Europe/London
1334,1334,UKBFFTIN Index,UK GfK Inflation Next 12 Months,UK,"Since 1999, the Bank of England has commissioned GfK to survey the general public's attitudes to inflation. These surveys are conducted in February, May, August and November of each year. They cover around 2,000 individuals, with an additional 2,000 interviewed in an extended survey each February.",00:00,Monthly,Bank of England,1999-11-30 12:00:00 AM,,2,2016-01-08 11:44:00 AM,"0,731012344360352",Europe/London
1338,1338,UKRXPBAL Index,UK RICS Housing Balance,UK,The balance = the proportion of surveyors reporting a rise in price minus those reporting a fall.,00:01,Monthly,Royal Institution of Chartered,1978-01-31 12:00:00 AM,%,1,2016-01-08 11:44:02 AM,"8,20040512084961",Europe/London
1339,1339,UKRVAMOM Index,UK RS ex Auto MoM,UK,ONS retail sales (volume) are referenced to 2010=100. The change to the reference year is a simple calculation and does not impact on the movements in the series.                                                                              New base year 2005=100,09:30,Monthly,UK Office for National Statist,1988-01-31 12:00:00 AM,% CHANGE,3,2016-01-08 11:44:04 AM,"0,929756700992584",Europe/London
1340,1339,UKRVAYOY Index,UK RS ex Auto YoY,UK,ONS retail sales (volume) are referenced to 2010=100. The change to the reference year is a simple calculation and does not impact on the movements in the series.                                                                              New base Year 2005=100,09:30,Monthly,UK Office for National Statist,1989-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:44:06 AM,"1,35126221179962",Europe/London
1341,1339,UKRVINFM Index,UK RS inc Auto MoM,UK,ONS retail sales (volume) are referenced to 2010=100. The change to the reference year is a simple calculation and does not impact on the movements in the series.                                                                              A new measure of Retail Sales from the ONS including Automotive Fuel.,09:30,Monthly,UK Office for National Statist,1996-02-29 12:00:00 AM,% CHANGE,3,2016-01-08 11:44:07 AM,"0,921158015727997",Europe/London
1342,1339,UKRVINFY Index,UK RS inc Auto YoY,UK,ONS retail sales (volume) are referenced to 2010=100. The change to the reference year is a simple calculation and does not impact on the movements in the series.                                                                              A new measure of Retail Sales from the ONS including Automotive Fuel.,09:30,Monthly,UK Office for National Statist,1997-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:44:09 AM,"1,28471183776855",Europe/London
